Time	pitch	roll	yawt	magErr	temperature	magp X	magp Y	magp Z	accelp X	accelp Y	accelp Z	gyrop X	gyrop Y	gyrop Z
11540	0.02395054	0.48644975	359.81024170	0.14546368	29.87100220	246.66567993	55.68247986	388.36160278	0.39129162	9.43109322	998.22283936	-0.00002641	0.00002805	-0.00003982	
11560	0.02418689	0.48318765	359.80743408	0.84163302	29.87100220	247.14492798	55.01242828	389.34811401	0.15518665	9.80796814	999.55810547	-0.00004429	0.00000660	0.00004992	
11580	0.02372140	0.47779742	359.81317139	1.82084012	31.02100182	246.76083374	54.07070923	389.81298828	-0.29474258	6.81530190	1000.47174072	0.00002950	0.00001704	-0.00000785	
11600	0.02778460	0.47797179	359.81320190	1.29043519	31.02100182	246.33389282	54.31932068	388.09664917	-0.78085518	6.56548929	1000.10650635	0.00001230	-0.00001686	-0.00002542	
11620	0.02573641	0.48005873	359.80972290	0.21164745	31.02100182	246.52206421	55.57597351	388.07849121	-0.19248199	8.49137497	1000.07141113	0.00002869	-0.00001287	0.00000972	
11640	0.02415426	0.48359036	359.81201172	0.34671709	31.02100182	246.47000122	56.04901886	388.53231812	1.11558580	9.67449856	997.97863770	-0.00002540	-0.00001026	0.00003867	
11660	0.02233106	0.48336571	359.81832886	0.65258479	31.02100182	246.90779114	55.16200256	388.29614258	0.16544151	9.33835793	1000.30114746	0.00004691	0.00000238	-0.00001987	
11680	0.02325595	0.48330751	359.81710815	1.54906583	31.02100182	245.16984558	55.25735474	389.09384155	-0.54365492	7.53481674	1000.57745361	0.00006144	-0.00001375	-0.00002659	
11700	0.02308419	0.48736250	359.81399536	1.13797855	31.02100182	245.55375671	55.67866135	389.05728149	-0.43624020	8.48734951	999.94750977	-0.00002108	-0.00000805	0.00002583	
11720	0.02087370	0.48684886	359.81442261	0.23697028	31.02100182	246.47093201	55.94373322	388.41900635	0.41105700	7.92023516	998.90582275	-0.00002049	-0.00000059	-0.00000279	
11740	0.01954795	0.48583937	359.81723022	1.57294202	31.02100182	246.03941345	54.37591171	389.19793701	0.17996979	7.16599607	999.49005127	0.00000417	-0.00000054	0.00006537	
11760	0.01993223	0.48581046	359.82043457	0.55609101	31.02100182	246.85183716	56.31673431	389.04446411	-0.40588284	9.20199966	999.52569580	0.00001402	-0.00002441	0.00002346	
11780	0.02082501	0.48708588	359.82272339	0.85593313	31.02100182	245.99082947	55.05286026	388.77279663	-0.04983997	7.18805361	1001.19927979	-0.00001970	0.00001691	-0.00001122	
11800	0.02349927	0.48652008	359.82000732	0.73303097	31.02100182	245.51028442	56.14104843	387.74212646	-0.68531561	7.86240482	998.36938477	-0.00006828	0.00002124	-0.00003791	
11820	0.02437909	0.48340482	359.81536865	0.71322596	31.02100182	246.75828552	56.36458206	388.43585205	-0.78319263	6.80551052	1000.10162354	0.00005334	-0.00000266	-0.00003939	
11840	0.02513224	0.48432413	359.80960083	0.22550033	31.02100182	246.52029419	55.83851624	388.25134277	0.04593658	8.36321926	999.34234619	0.00001546	-0.00001126	0.00000907	
11860	0.02628322	0.47926846	359.80557251	0.52243090	31.02100182	247.09698486	55.79262543	388.53775024	-0.68414736	7.74239445	998.37188721	-0.00000330	0.00001793	0.00002848	
11880	0.02694578	0.47722307	359.80722046	1.70139766	31.02100182	245.74116516	57.14455795	389.04479980	-1.37248898	8.06116009	998.72705078	-0.00001301	-0.00000813	0.00002504	
11900	0.02700385	0.47633600	359.80703735	1.37349308	31.02100182	246.09197998	54.26669312	388.36688232	-1.17360115	9.19707489	999.68322754	-0.00005575	-0.00002944	0.00001732	
11920	0.02576416	0.47048506	359.80447388	1.17781413	31.02100182	247.33486938	56.63121796	388.50952148	0.75438595	7.47106409	1000.87329102	0.00000878	0.00001229	-0.00002640	
11940	0.02567587	0.47145867	359.79833984	0.90211684	31.02100182	246.90853882	55.88999557	387.59692383	-1.26472712	8.03060341	1002.15112305	0.00000523	0.00003125	-0.00002504	
11960	0.02988214	0.46916959	359.79177856	0.21399625	31.02100182	246.80560303	55.94950485	388.92321777	-1.17797852	6.65733528	1001.20196533	0.00002158	-0.00003944	-0.00003726	
11980	0.02785233	0.47188792	359.79193115	0.99440283	31.02100182	246.61163330	56.73055649	388.60852051	-0.70420551	8.92685127	997.24737549	-0.00003044	-0.00001331	-0.00005137	
12000	0.02676694	0.46939531	359.78793335	0.70966905	31.02100182	245.89593506	55.10237885	388.44058228	0.25444794	7.76565123	999.39678955	0.00004332	0.00001550	-0.00001990	
12020	0.02563722	0.46966031	359.78497314	0.60893309	31.02100182	247.00250244	55.37303543	388.46945190	0.16437387	7.50342274	997.89392090	0.00000989	0.00002729	0.00001706	
12040	0.02923656	0.46974355	359.78564453	0.60621846	31.02100182	246.03558350	55.68228912	389.01156616	-0.88371563	7.74570560	998.73706055	0.00001215	0.00000524	0.00004804	
12060	0.02982404	0.46556228	359.78466797	0.80087709	31.02100182	247.19337463	56.05362701	388.32553101	-0.78366995	7.04900932	1000.34112549	-0.00007249	0.00000351	0.00000815	
12080	0.02825141	0.46109444	359.78781128	1.34558082	31.02100182	245.02600098	55.51571274	388.76623535	-0.07435179	9.05662537	1000.34588623	0.00005719	0.00000370	-0.00002068	
12100	0.02610450	0.46697795	359.78796387	0.28663361	31.02100182	246.51782227	55.99777222	388.64248657	0.05037308	8.00492668	999.47192383	0.00005348	-0.00001964	-0.00000314	
12120	0.02460640	0.47027022	359.78784180	0.54279578	31.02100182	245.84526062	55.99022675	388.29742432	-0.80582714	8.35173798	999.09197998	-0.00001564	0.00000177	-0.00004788	
12140	0.02688918	0.47122788	359.78466797	0.53738892	31.02100182	246.85464478	56.20911789	388.54412842	-1.03491879	8.00854683	1000.44195557	0.00000835	0.00002954	0.00000574	
12160	0.02903186	0.47205728	359.78219604	1.01412034	31.02100182	247.57740784	56.16241455	388.50177002	-1.51611423	7.15694284	999.96691895	0.00006783	0.00004712	-0.00000390	
12180	0.03422960	0.47830993	359.78387451	1.03972578	31.02100182	246.76504517	54.84630203	388.17437744	-1.16616106	9.21098518	1000.66088867	0.00001856	0.00000603	0.00002166	
12200	0.03467852	0.47945699	359.78540039	0.16883282	31.02100182	246.51855469	55.94479752	388.53048706	-0.73429775	9.02734280	998.71191406	-0.00004514	0.00000808	0.00003866	
12220	0.03281541	0.47393823	359.78729248	0.94745255	31.02100182	247.28936768	56.21101761	388.27633667	-1.06074619	8.32684517	997.50152588	0.00003905	0.00003293	-0.00001333	
12240	0.03528581	0.47802034	359.78723145	0.22830115	31.02100182	246.08628845	55.78363800	388.40719604	-0.91932392	8.12100601	999.82928467	0.00001886	-0.00000092	-0.00003538	
12260	0.03836776	0.48243910	359.78292847	0.66116279	31.02100182	246.37547302	56.35841751	387.93066406	-2.12461710	7.88172150	1000.68115234	-0.00002494	0.00001108	-0.00001336	
12280	0.03812269	0.48017916	359.78326416	1.08434808	31.02100182	246.52198792	54.74303436	388.71966553	-0.41458559	7.91685772	1002.03735352	-0.00002582	0.00001123	-0.00003664	
12300	0.03794627	0.47732586	359.78234863	1.08420336	31.02100182	247.33995056	55.06295395	388.63363647	-0.19615126	7.50694752	998.38018799	-0.00004609	-0.00000708	0.00001928	
12320	0.03613658	0.47486335	359.78131104	1.22218275	31.02100182	246.03108215	56.88539124	389.04354858	0.64814758	7.99325466	998.25408936	-0.00003345	0.00002409	0.00001664	
12340	0.03733514	0.47274590	359.78036499	0.73605281	31.02100182	246.33053589	55.00032806	388.28054810	-0.64782572	6.83273792	1001.93566895	0.00000642	-0.00001617	-0.00001784	
12360	0.03250642	0.47204825	359.77691650	0.85049987	31.02100182	247.19477844	55.89570236	388.15551758	-0.78441095	7.90299511	1001.30157471	-0.00001470	-0.00000874	-0.00000271	
12380	0.03606783	0.46914020	359.77523804	0.81658012	31.02100182	247.47789001	56.37385941	389.00296021	-0.55245256	6.78519249	998.51464844	0.00001425	-0.00004458	-0.00002739	
12400	0.03325652	0.47372875	359.77783203	0.48914346	31.02100182	246.51855469	55.37207413	388.95748901	-0.44811726	8.83173180	998.84020996	0.00005621	-0.00001297	-0.00003628	
12420	0.03108255	0.47701359	359.77627563	0.26307577	31.02100182	247.04574585	55.69194412	389.25271606	0.52949810	8.48606491	999.22113037	0.00003153	-0.00001659	0.00000826	
12440	0.03053077	0.47609264	359.77560425	0.18289030	31.02100182	246.75871277	55.89546967	388.69973755	0.16475010	9.21486855	1000.05920410	-0.00004217	0.00003437	0.00001962	
12460	0.03354806	0.47605303	359.77673340	0.31819460	31.02100182	246.37692261	55.47149658	388.29400635	-0.30316305	7.77712440	1000.57421875	0.00001335	0.00000760	0.00000967	
12480	0.03441252	0.47382751	359.77676392	0.74918544	31.02100182	246.41687012	56.52339935	389.20727539	-0.65412283	7.18755293	1001.56164551	0.00002727	-0.00001602	-0.00008187	
12500	0.03398168	0.47448331	359.77084351	0.74482638	31.02100182	245.65299988	55.46755600	388.61141968	-0.90859079	7.40789795	1000.33288574	0.00002297	-0.00001308	0.00004134	
12520	0.03206143	0.47500455	359.77127075	0.36313236	31.02100182	246.85598755	55.63472366	388.69467163	-0.32667828	8.34413815	998.23986816	-0.00002438	-0.00002022	-0.00001231	
12540	0.02933337	0.46918043	359.76678467	1.30503416	31.02100182	247.04612732	56.94102859	388.23574829	0.74637699	6.47852135	998.61175537	0.00001151	0.00002334	-0.00006183	
12560	0.03198740	0.46807602	359.76416016	0.51068026	31.02100182	246.80862427	55.99781799	388.26123047	-0.18735409	8.25657082	1000.44299316	0.00003447	-0.00002541	0.00001657	
12580	0.03186630	0.46657717	359.76416016	1.27803993	29.87100220	247.86683655	56.26844788	388.51126099	-0.81746483	8.57436943	997.86492920	0.00002567	-0.00001873	0.00001132	
12600	0.02624513	0.46976611	359.76507568	0.51313531	29.87100220	246.76170349	56.04809952	388.15213013	2.46327448	9.22094727	998.97558594	-0.00001250	0.00000440	-0.00001339	
12620	0.02649732	0.46625087	359.76855469	1.24996555	29.87100220	247.29359436	54.74807739	388.68063354	-0.58608437	9.65501308	997.72229004	-0.00000587	0.00004090	-0.00004459	
12640	0.02884399	0.46637461	359.77072144	0.30093822	29.87100220	246.85278320	56.15950775	389.15188599	0.02914619	9.30939293	998.34497070	0.00005710	0.00001396	-0.00003957	
12660	0.03206736	0.47075105	359.77023315	1.00851500	29.87100220	247.28906250	54.96197510	389.46014404	-0.72250128	8.72354317	999.85906982	-0.00000759	0.00001552	-0.00005860	
12680	0.03275512	0.46554896	359.76629639	0.43020168	29.87100220	246.14140320	55.51520157	387.35183716	-0.04912281	6.82280540	1000.84008789	-0.00004217	0.00002996	0.00002341	
12700	0.03599494	0.46328586	359.76617432	0.80231249	29.87100220	246.75579834	56.62816620	388.94134521	0.09815931	7.44873714	999.72814941	-0.00000502	0.00001003	0.00000001	
12720	0.03332198	0.45966801	359.76791382	0.73231184	29.87100220	246.22885132	55.31875610	389.33834839	0.55301237	7.91905022	1001.55535889	-0.00003073	0.00002206	-0.00001718	
12740	0.03580729	0.46321243	359.76828003	0.59950989	29.87100220	247.57421875	56.11447906	389.38589478	-0.39649916	7.59026527	998.74371338	-0.00000406	0.00000761	0.00003457	
12760	0.03638253	0.46478301	359.77011108	0.30102706	29.87100220	246.56459045	56.10415649	389.03417969	0.01195383	9.03285599	995.78356934	-0.00004973	0.00001633	-0.00000120	
12780	0.04005439	0.46016979	359.76934814	1.13623488	29.87100220	245.21740723	55.93547058	388.89279175	-0.69302464	8.28987026	1003.12786865	-0.00002814	-0.00002743	-0.00002574	
12800	0.03962801	0.45667484	359.76736450	0.37721801	29.87100220	246.76081848	55.78888702	388.53210449	-1.14834023	6.31160593	999.37567139	0.00001629	0.00003242	-0.00001914	
12820	0.04199144	0.46052092	359.76971436	0.90114319	29.87100220	247.09988403	55.11231995	388.63131714	-0.07597733	10.51993752	1001.94586182	0.00002244	-0.00004188	-0.00001546	
12840	0.04268325	0.46437636	359.78250122	1.53561449	29.87100220	246.95883179	54.27386475	388.55087280	-61.13455963	45.97824860	999.84240723	0.00000866	0.00001868	0.00094642	
12860	0.04780945	0.47200125	359.99896240	0.77624488	29.87100220	247.53413391	54.95862579	388.58038330	-18.15673447	17.31019402	995.97192383	0.00001352	-0.00003589	0.00394210	
12880	0.03915240	0.47180766	0.44921875	0.71929330	29.87100220	246.90936279	53.12969208	389.68023682	66.80178070	-25.33589745	1000.39160156	-0.00003615	0.00000554	0.00271983	
12900	0.03063862	0.46341339	0.62609863	0.54949182	29.87100220	248.07212830	52.24530029	388.90554810	1.89591026	5.62360764	999.65625000	-0.00008351	-0.00000230	0.00001279	
12920	0.03179592	0.45625621	0.62973022	0.12040988	29.87100220	247.11230469	51.86888885	388.48974609	-0.30967331	7.76495266	999.71875000	-0.00000105	-0.00001816	-0.00004180	
12940	0.03207710	0.45179552	0.62796021	0.93642235	29.87100220	247.78491211	51.14745712	389.36813354	-1.15022469	6.79686451	999.73248291	0.00002353	-0.00001438	0.00000981	
12960	0.03200876	0.45096415	0.62802124	0.62674534	29.87100220	247.44374084	52.65960693	389.07012939	-0.05592251	7.90985584	1001.30670166	-0.00000354	-0.00003907	-0.00006787	
12980	0.02973532	0.45217416	0.62219238	0.93766791	29.87100220	247.53709412	53.02855682	389.41345215	-0.42884064	9.48493004	996.91192627	-0.00001995	0.00000606	-0.00004111	
13000	0.02970126	0.45145246	0.61788940	0.73923820	29.87100220	248.06881714	52.77004623	389.19586182	0.80120945	7.56478310	1001.80883789	0.00000156	-0.00001780	0.00001680	
13020	0.02765621	0.44941819	0.62063599	1.06172895	29.87100220	248.07685852	51.19814682	388.71188354	-0.41446257	7.23082399	995.98028564	-0.00002688	-0.00002647	-0.00006027	
13040	0.02730521	0.44643340	0.61547852	1.11422181	29.87100220	247.69290161	52.49500275	387.46755981	-1.15750217	8.12741375	1000.43865967	-0.00001945	0.00002172	0.00001734	
13060	0.02929946	0.44640544	0.62094116	2.02824354	29.87100220	247.64932251	49.98984528	388.39489746	-0.46674299	9.28569221	996.99725342	0.00004632	-0.00000878	0.00000660	
13080	0.02821988	0.45199865	0.62091064	0.55069172	29.87100220	247.34561157	52.29666138	389.72186279	1.16540480	8.54568577	1003.01385498	-0.00004121	-0.00000393	-0.00003107	
13100	0.03091166	0.44933137	0.61727905	1.56928670	29.87100220	248.89492798	51.20554733	388.83865356	-1.37912798	7.30939627	1002.16503906	0.00004332	0.00000447	-0.00001378	
13120	0.03112284	0.45030653	0.61203003	1.46257973	29.87100220	247.05566406	53.49303055	389.02944946	-0.52409935	7.08259583	1002.54260254	0.00001583	-0.00002272	-0.00004034	
13140	0.03047100	0.45153633	0.60949707	0.66130441	29.87100220	248.54975891	52.51446152	389.53012085	-0.21644878	8.81315231	997.37548828	-0.00003077	0.00003676	-0.00004354	
13160	0.02842006	0.45035276	0.60787964	1.26944804	29.87100220	246.53352356	51.18846512	389.17892456	0.62506056	9.29424381	996.88269043	0.00000381	0.00002751	-0.00002194	
13180	0.03336350	0.45142680	0.60736084	0.42532134	29.87100220	247.54046631	52.55578613	389.06927490	0.30619812	8.52029324	1001.78576660	-0.00003143	0.00000083	0.00000039	
13200	0.03369964	0.44839045	0.60647583	0.80559057	29.87100220	247.54190063	52.81432724	388.57870483	-1.65727234	6.75229645	996.91821289	-0.00005236	0.00004099	0.00001519	
13220	0.03525962	0.44508374	0.60543823	0.39262679	29.87100220	247.34957886	52.44791794	388.78625488	1.16891146	8.18565464	1003.02124023	0.00003027	-0.00002629	0.00003845	
13240	0.03123258	0.44881642	0.60647583	0.42627865	29.87100220	246.91644287	52.23579025	388.88265991	-0.24525309	8.27051353	992.98590088	0.00004990	-0.00002342	0.00001196	
13260	0.02921315	0.45135602	0.61160278	1.10168660	29.87100220	247.69247437	51.03772736	388.64480591	1.02462244	9.85248756	1002.13043213	0.00000729	0.00002321	-0.00003998	
13280	0.02961278	0.45584199	0.61419678	1.35197973	29.87100220	248.31738281	51.04420853	388.87832642	-1.14591408	8.88225365	1002.86804199	0.00000666	0.00000189	-0.00000219	
13300	0.03057964	0.45506862	0.61206055	1.04064143	29.87100220	247.19866943	53.02745056	389.68316650	-2.23522282	5.70126247	999.38031006	0.00002685	0.00004083	0.00001906	
13320	0.03479069	0.45639405	0.61346436	0.94441587	29.87100220	248.36170959	52.35096359	388.69290161	-0.67648458	6.20273304	1002.68170166	-0.00000245	-0.00002847	-0.00001911	
13340	0.03253191	0.45686197	0.61041260	0.60987955	29.87100220	247.49870300	51.55821609	388.48904419	-0.19989681	7.98872852	998.49255371	-0.00002434	-0.00000929	-0.00001987	
13360	0.03200589	0.45583957	0.60644531	0.50989413	29.87100220	247.20741272	52.54801559	388.23336792	0.71091843	8.69321442	996.77337646	-0.00001601	0.00001892	-0.00000892	
13380	0.03005880	0.45806205	0.60614014	0.51022607	29.87100220	247.58668518	52.71477509	389.35079956	-0.55059242	6.78867054	998.75903320	0.00001843	-0.00001581	0.00001667	
13400	0.02906799	0.45720336	0.60903931	1.42617178	29.87100220	248.69857788	52.77053070	388.43429565	-0.67157936	7.52150154	999.72113037	-0.00001393	0.00003072	-0.00003836	
13420	0.03000317	0.45564178	0.60626221	0.16476339	29.87100220	247.35189819	52.18471527	388.50286865	0.89746428	8.49645042	999.71252441	0.00002582	0.00000453	0.00000590	
13440	0.02738012	0.45577896	0.60864258	0.81443328	29.87100220	247.15753174	51.50846481	389.36547852	0.41477728	7.92719030	999.39465332	0.00004514	0.00004361	0.00000536	
13460	0.03343175	0.45995107	0.60723877	0.99506027	29.87100220	246.76896667	52.96723938	388.95455933	-0.55414963	8.12617493	999.95404053	0.00002948	0.00001764	-0.00000553	
13480	0.03287041	0.46247751	0.60806274	1.02210081	29.87100220	248.26812744	51.98234558	388.40484619	-0.21505642	7.13956928	1000.71008301	0.00004200	-0.00001187	-0.00008047	
13500	0.03386606	0.46456876	0.60012817	0.84195155	29.87100220	246.48200989	52.65001678	388.77465820	-1.63077879	7.04622173	1000.70178223	-0.00001155	-0.00003609	0.00005316	
13520	0.03292843	0.46362141	0.60159302	0.92849189	29.87100220	248.55320740	52.30189896	388.97174072	-1.37656116	8.86818600	999.19952393	0.00001960	-0.00002657	-0.00001479	
13540	0.03054346	0.46353409	0.60043335	0.51624501	29.87100220	248.06895447	52.66576004	389.24835205	0.27784538	8.22289085	997.75781250	0.00004099	-0.00003569	0.00000992	
13560	0.02516226	0.46900994	0.60653687	0.64042467	29.87100220	247.54373169	51.61458588	389.09948730	1.02566051	9.49401665	996.59643555	0.00001278	0.00002279	0.00001859	
13580	0.02637897	0.46864682	0.60995483	0.30805421	29.87100220	246.91778564	52.23412323	388.60626221	-0.06588888	7.28024244	999.24145508	0.00003444	-0.00002029	0.00000529	
13600	0.02248981	0.46709573	0.60803223	1.11056304	29.87100220	247.69290161	51.14133835	388.48171997	-2.79590702	6.80674076	1001.51318359	-0.00002584	-0.00003339	-0.00000161	
13620	0.02096985	0.46403489	0.60708618	0.74582350	29.87100220	247.92825317	52.65990448	388.47155762	-0.92046738	7.75228024	999.22564697	-0.00000562	0.00002601	0.00000368	
13640	0.02137129	0.46578518	0.61126709	1.78351104	29.87100220	246.58309937	50.66645813	389.27655029	0.90008640	8.74574566	1000.35931396	0.00002261	-0.00000103	-0.00002708	
13660	0.01928725	0.46645695	0.60827637	1.03245270	29.87100220	246.87327576	51.18790817	388.63278198	-0.55903816	8.23922920	999.46270752	-0.00000646	-0.00001193	0.00002434	
13680	0.02044606	0.46486813	0.60995483	1.13564050	29.87100220	248.07937622	51.66358566	387.83990479	-0.72370720	8.06957626	998.89459229	-0.00000132	0.00000923	0.00000381	
13700	0.01968821	0.46324116	0.61169434	1.05706203	29.87100220	246.71983337	52.65566254	389.38751221	0.30489111	6.80710793	999.49829102	0.00000078	0.00002101	-0.00002261	
13720	0.01950389	0.46440911	0.61215210	0.29342535	29.87100220	246.87089539	52.18008423	388.38275146	-1.28218412	8.36455154	1000.31060791	-0.00004037	-0.00000994	-0.00000321	
13740	0.01967908	0.46288380	0.61587524	0.74644995	29.87100220	248.21858215	52.13987350	388.57394409	-0.68066502	7.87110043	998.98046875	-0.00000050	0.00005380	-0.00002591	
13760	0.02011237	0.46376339	0.61279297	0.79567051	29.87100220	246.96707153	51.50421524	388.91943359	0.54485607	8.27038765	1000.93695068	-0.00001487	0.00002069	-0.00005928	
13780	0.02049956	0.46422070	0.60705566	0.59202844	29.87100220	247.44129944	52.24614334	389.88821411	-0.79347324	7.76385593	999.95971680	-0.00008861	0.00000580	0.00001130	
13800	0.01866847	0.45876792	0.60263062	0.71271086	29.87100220	247.92224121	52.97975159	389.47497559	-0.06433058	7.12022829	999.24475098	-0.00001361	-0.00003402	-0.00003924	
13820	0.01560430	0.45715266	0.60183716	0.50828189	29.87100220	247.20309448	52.34511566	389.27813721	0.41321087	8.25011635	999.59179688	0.00001013	0.00002109	-0.00005121	
13840	0.01585861	0.45759663	0.60247803	0.82216960	29.87100220	246.96118164	52.29249191	389.54840088	0.77766943	8.62053299	1000.07574463	-0.00000428	0.00000858	-0.00000065	
13860	0.01825263	0.45842341	0.60095215	0.32474059	29.87100220	248.11837769	52.03979874	389.45376587	-0.79018021	7.03683758	999.48565674	0.00002245	-0.00001477	-0.00004044	
13880	0.01701814	0.45631522	0.59793091	0.54926533	29.87100220	247.68084717	52.71823502	389.79492188	0.79451084	6.69688797	999.87078857	-0.00004122	0.00000850	-0.00003941	
13900	0.01939436	0.45318872	0.59686279	0.82348561	29.87100220	247.78849792	52.18428040	387.84808350	0.40622330	8.48144436	998.97589111	-0.00002778	-0.00001381	0.00001402	
13920	0.02035319	0.45585421	0.59912109	0.88322043	29.87100220	247.20323181	51.66811371	389.75756836	0.05452108	8.74585629	1000.92370605	-0.00008202	-0.00000226	0.00001133	
13940	0.02014170	0.44917679	0.59851074	1.12571228	29.87100220	246.87133789	51.13826752	389.07363892	0.53367043	8.73825741	1000.07159424	0.00000742	0.00001729	-0.00001885	
13960	0.02253786	0.44927576	0.59951782	0.72969735	29.87100220	247.26007080	51.34533691	388.20233154	-1.26069212	6.44959927	1000.71667480	0.00000938	0.00000283	-0.00003977	
13980	0.02243128	0.44749343	0.60009766	0.79225576	29.87100220	247.68888855	51.35456848	389.15066528	-0.44599295	8.22472382	998.36370850	-0.00000198	0.00002238	-0.00000304	
14000	0.02501183	0.44561070	0.59716797	0.63569653	29.87100220	246.81887817	52.28863525	389.10327148	-0.06846523	7.64201260	999.35626221	0.00003357	-0.00001352	-0.00002925	
14020	0.02344267	0.44750410	0.59799194	0.67029041	29.87100220	248.21728516	51.98527908	388.95672607	-0.30061197	7.90408993	1001.06054688	0.00002718	-0.00002681	0.00001674	
14040	0.02157046	0.45010290	0.60000610	0.94174552	29.87100220	246.86601257	52.91506195	388.84451294	-0.90625334	7.16787672	1000.33782959	0.00004503	0.00001448	0.00001470	
14060	0.02437093	0.45145583	0.59811401	0.66785794	29.87100220	247.15522766	52.76084900	388.90133667	-0.31270266	7.88148499	999.47180176	0.00004220	0.00004368	0.00000317	
14080	0.02591927	0.45005050	0.59753418	0.58545893	29.87100220	248.21400452	52.51002121	389.24703979	1.00729179	7.74275398	997.28399658	-0.00001302	-0.00000308	0.00001682	
14100	0.02406088	0.44666338	0.59735107	1.25645649	29.87100220	247.20620728	53.22635269	387.97503662	0.74255610	8.42651176	1000.52777100	-0.00003043	0.00004158	0.00000526	
14120	0.02716664	0.44451520	0.59542847	0.72635716	29.87100220	247.73771667	51.45824051	388.93328857	-0.54365492	7.53481674	1000.57745361	0.00000123	-0.00000943	-0.00004257	
14140	0.02835030	0.44420901	0.59268188	0.99727839	29.87100220	248.26795959	51.67016602	388.67291260	-0.55994320	7.74875450	998.73931885	-0.00000573	-0.00000969	0.00001233	
14160	0.02925116	0.44010949	0.59420776	1.33736455	29.87100220	246.20158386	50.81488037	388.38854980	-1.39820671	7.51811790	999.96038818	0.00002751	0.00000436	0.00003298	
14180	0.02842043	0.44342053	0.60217285	0.80173898	29.87100220	247.49967957	51.29667664	388.48208618	-0.08363485	8.71341324	998.72302246	0.00001525	0.00001227	-0.00005038	
14200	0.02845878	0.44634926	0.59420776	0.80813819	29.87100220	246.86558533	52.03049850	389.59481812	-0.93000603	7.85663986	998.12329102	-0.00003381	-0.00002532	-0.00000081	
14220	0.02540407	0.44658512	0.59741211	1.37384009	29.87100220	248.41412354	51.14861298	388.71716309	-1.04589081	8.84340286	1000.05804443	0.00003715	0.00002315	0.00003423	
14240	0.02686627	0.45060429	0.60037231	1.58007109	29.87100220	246.44276428	50.55598831	388.49697876	0.17550850	8.01302528	999.96160889	-0.00007643	-0.00001090	-0.00002164	
14260	0.02691464	0.44654575	0.60147095	0.58623594	29.87100220	247.30413818	51.50698853	388.92608643	0.87868786	8.86866379	997.74896240	-0.00004911	0.00001864	-0.00002438	
14280	0.02739266	0.44375277	0.60134888	1.10948133	29.87100220	246.52803040	52.08036423	389.64480591	0.88975954	9.09302521	999.45574951	-0.00000363	-0.00003894	0.00002614	
14300	0.02493826	0.43834111	0.60513306	1.27137828	29.87100220	247.30761719	50.72171021	388.79470825	-0.38346195	7.28878641	1000.05395508	-0.00000443	0.00000943	-0.00002990	
14320	0.02545497	0.43883479	0.60260010	0.66269165	29.87100220	248.11941528	52.40294647	388.96594238	-1.26212549	7.18009710	1001.43518066	-0.00000108	-0.00000122	0.00004153	
14340	0.02692602	0.43705258	0.60205078	0.56851107	29.87100220	247.15629578	52.55128479	388.84051514	-1.35913420	7.59734631	999.87750244	-0.00001640	-0.00000192	-0.00005525	
14360	0.02624205	0.43976694	0.59930420	0.41509151	29.87100220	247.78355408	51.72184372	389.21762085	-0.31923771	8.35805035	999.21759033	0.00003696	0.00004163	-0.00001551	
14380	0.02743785	0.44397601	0.59869385	0.65916514	29.87100220	247.59182739	52.55218506	388.40679932	-0.31689978	8.11802959	999.22253418	0.00000529	-0.00002963	0.00003650	
14400	0.02559086	0.44341493	0.60192871	1.16245985	29.87100220	248.69938660	51.41585541	389.28265381	0.05741119	6.79612637	998.88549805	0.00002726	0.00001407	-0.00001068	
14420	0.02641962	0.44729930	0.59967041	0.11108857	29.87100220	247.63691711	52.08781052	389.39031982	0.59905195	6.66715002	1000.72564697	-0.00004247	-0.00003269	0.00002937	
14440	0.02200214	0.44732505	0.60330200	0.33405426	29.87100220	247.92547607	52.40303040	389.23855591	0.66419697	7.90106583	1000.21191406	-0.00004017	-0.00004304	0.00005423	
14460	0.01719285	0.44392520	0.61044312	1.48540354	29.87100220	247.07051086	50.45486069	388.23016357	-0.88244152	7.09637594	998.09844971	0.00001201	0.00001338	0.00001346	
14480	0.01951306	0.44659734	0.61477661	0.86240447	29.87100220	248.21759033	52.40140915	388.58090210	-1.51635265	7.27869177	1000.08660889	-0.00002684	0.00002622	0.00000612	
14500	0.01981624	0.44754082	0.61459351	0.84998739	29.87100220	247.00848389	52.45014572	389.60879517	0.54347372	8.02341175	1000.45306396	0.00001538	-0.00000542	-0.00001194	
14520	0.02098505	0.44661489	0.61541748	1.12553525	29.87100220	246.76679993	52.55344391	389.71737671	0.05574036	7.64837265	999.72375488	-0.00000329	-0.00005394	-0.00001659	
14540	0.01682045	0.44528264	0.61520386	0.49486762	29.87100220	247.64254761	52.08081436	388.22943115	0.40619802	8.97018051	999.57702637	-0.00001465	-0.00000072	-0.00001100	
14560	0.01832449	0.44638488	0.61471558	0.23294066	29.87100220	247.30158997	52.18698120	388.94418335	-0.43363857	7.63684368	999.23150635	-0.00000112	0.00004713	-0.00000780	
14580	0.02249515	0.44859263	0.61715698	1.08516276	29.87100220	246.73059082	50.92418289	388.45709229	0.53372049	7.76078415	998.86920166	0.00001335	0.00003762	-0.00002736	
