Time	pitch	roll	yawt	magErr	temperature	magp X	magp Y	magp Z	accelp X	accelp Y	accelp Z	gyrop X	gyrop Y	gyrop Z
33280	0.00945395	0.43882638	0.70788574	0.95028269	29.87100220	246.48699951	52.17524719	388.09878540	-0.78946304	6.67159081	999.12646484	0.00000270	0.00001916	0.00001408	
33300	0.00919913	0.43862242	0.70559692	0.30938956	29.87100220	247.59338379	51.35277557	388.98291016	0.26157045	7.94189644	1000.53417969	0.00003181	-0.00001022	0.00000812	
33320	0.00716951	0.43870792	0.70687866	0.95218313	29.87100220	248.22233582	50.78154373	388.81420898	1.74992371	8.63142109	1000.20483398	-0.00003040	0.00001157	0.00000914	
33340	0.00476315	0.43670174	0.71078491	0.82406002	29.87100220	248.03060913	50.83093643	388.59063721	-0.72834873	7.89797115	998.08312988	-0.00005449	-0.00002711	-0.00004664	
33360	0.00212710	0.43429905	0.70767212	0.15794426	29.87100220	247.54664612	51.40268326	388.65167236	-0.55159760	8.25314140	1000.44042969	-0.00001141	-0.00002732	0.00003115	
33380	0.00151441	0.43035996	0.71432495	0.42810759	29.87100220	247.69389343	51.08803558	388.31448364	-0.55176163	6.90868092	998.75653076	-0.00000396	0.00001420	0.00000739	
33400	0.00545465	0.42963520	0.71533203	1.24487758	29.87100220	246.01133728	50.60206985	388.04751587	-0.31434870	8.24499512	999.70886230	-0.00000046	0.00002676	-0.00003181	
33420	0.00833530	0.42872787	0.71350098	0.33485296	29.87100220	248.26618958	51.35998535	389.27267456	0.78930759	8.39790249	1001.30285645	0.00000159	-0.00005509	0.00002229	
33440	0.00412766	0.42752448	0.71826172	0.51135492	29.87100220	248.17219543	51.09599304	388.98739624	-0.57792807	9.30367565	998.34069824	0.00004363	0.00000570	-0.00000040	
33460	0.00543317	0.42845538	0.71667480	0.18436517	29.87100220	247.68830872	51.51149368	389.15484619	-0.30967331	7.76495266	999.71875000	-0.00001628	-0.00000262	0.00004297	
33480	0.00329586	0.42504194	0.72033691	0.69697738	29.87100220	247.25338745	51.56190109	389.42407227	-0.20411968	8.71400833	998.84436035	0.00004353	0.00003801	-0.00004728	
33500	0.00618461	0.42488116	0.72387695	1.04908550	29.87100220	247.63359070	52.40431976	389.84091187	0.29506350	8.01069164	999.71807861	-0.00003273	-0.00000727	-0.00000118	
33520	0.00317319	0.42569605	0.72631836	0.68099707	29.87100220	247.63804626	51.14926910	389.86282349	0.52668238	8.96958447	999.45562744	-0.00004120	-0.00003827	-0.00003161	
33540	-0.00227019	0.42259976	0.72561646	0.34558117	29.87100220	248.17127991	51.20127106	389.10076904	-0.92142200	8.23927689	999.70458984	-0.00002715	0.00002008	0.00003985	
33560	0.00128730	0.42219961	0.73107910	0.72135073	29.87100220	247.30131531	51.40636826	389.58670044	-0.43177891	7.64032078	999.47589111	0.00000969	0.00004660	0.00003705	
33580	0.00557624	0.42240530	0.73400879	1.00072074	29.87100220	246.63056946	51.13628387	389.06887817	-1.51818752	6.78647900	999.24108887	0.00000494	0.00004694	-0.00001325	
33600	0.00706405	0.42211559	0.73141479	0.25986424	29.87100220	247.30938721	51.03189087	388.19494629	0.06434917	7.54227257	1000.70385742	0.00000014	-0.00001995	-0.00001181	
33620	0.00607799	0.42252833	0.73257446	1.05601728	29.87100220	246.67706299	51.29494095	389.29513550	-0.43900490	7.99339867	998.97973633	0.00003630	-0.00005858	0.00005587	
33640	0.00300550	0.42694941	0.73773193	0.36645967	29.87100220	248.41023254	51.25756454	389.43862915	-1.03504467	7.43806458	999.72015381	0.00002219	-0.00000704	-0.00001661	
33660	0.00217273	0.42982167	0.73648071	0.64447874	29.87100220	248.31278992	51.98707581	389.12448120	-0.66041946	7.54236794	1001.18762207	0.00004010	-0.00000825	0.00003209	
33680	0.00183496	0.42979911	0.74172974	0.46033788	29.87100220	247.45256042	50.87848663	388.58059692	0.05526209	7.89187050	999.96319580	0.00002390	-0.00001093	0.00002397	
33700	-0.00109381	0.43346936	0.74938965	1.82878995	29.87100220	247.36029053	49.51904297	388.76367188	0.66300344	8.50981331	1000.81072998	0.00002693	-0.00003307	-0.00004872	
33720	-0.00213900	0.43623030	0.74551392	0.58498198	29.87100220	247.59544373	51.87085342	388.16763306	-0.19593811	7.87393379	998.86157227	0.00000063	0.00004548	0.00000632	
33740	-0.00064652	0.43712899	0.74813843	1.75249135	29.87100220	248.32174683	49.73719406	388.95410156	-0.32298326	8.83983040	999.32995605	0.00002380	-0.00000281	0.00000735	
33760	0.00099608	0.43905133	0.74768066	0.46662095	29.87100220	247.69488525	51.03472900	388.14727783	-0.38962889	6.62554407	998.43756104	-0.00007862	0.00000246	0.00004642	
33780	-0.00057556	0.43322879	0.75393677	0.78894842	29.87100220	247.69665527	50.56396103	388.13476562	0.18881798	6.93814659	1000.35040283	0.00004204	-0.00002267	0.00000889	
33800	-0.00101911	0.43685940	0.75341797	0.39020723	29.87100220	247.11367798	51.50273895	388.48001099	1.21397352	8.07859802	998.25640869	-0.00001070	0.00001515	-0.00001283	
33820	0.00129366	0.43879420	0.75280762	0.18392028	29.87100220	247.68858337	51.51116180	389.09957886	0.04197836	8.47801399	998.97332764	-0.00007845	-0.00000214	-0.00003542	
33840	0.00194811	0.43120596	0.75238037	0.59755141	29.87100220	247.06385803	51.66059113	388.70440674	0.08604336	7.91486788	998.74060059	0.00002473	0.00000577	0.00002754	
33860	0.00349151	0.43322083	0.75546265	0.92922503	29.87100220	248.51164246	51.25202179	388.39013672	-0.54758835	7.16087484	999.60717773	-0.00004387	-0.00003411	0.00000891	
33880	0.00207422	0.43270019	0.76141357	0.58717334	29.87100220	247.16050720	51.14030838	389.02407837	-0.08785772	9.43869400	999.07495117	0.00001220	0.00001034	0.00001479	
33900	0.00320145	0.43346661	0.76229858	0.67167240	29.87100220	246.63305664	51.39348984	388.35714722	1.14172745	7.76824188	998.99578857	0.00002942	-0.00002024	-0.00001435	
33920	-0.00088651	0.43272492	0.76379395	0.40353036	29.87100220	248.60260010	51.25947952	389.49771118	0.73766232	7.11393929	998.27270508	-0.00003007	0.00001861	0.00004809	
33940	-0.00201997	0.43250993	0.76565552	0.60275143	29.87100220	248.50685120	51.67447662	389.06469727	-0.06960917	7.27328634	998.75256348	0.00002268	-0.00004930	-0.00000877	
33960	-0.00667366	0.43607938	0.76495361	0.48055372	29.87100220	247.93519592	51.08934784	388.20874023	-0.87595654	7.59728432	999.55511475	0.00002090	-0.00000722	0.00001714	
33980	-0.00770796	0.43518862	0.76635742	1.43495464	29.87100220	246.76945496	51.76916504	389.75177002	0.16666079	8.24087524	999.10125732	0.00001214	-0.00002252	0.00003839	
34000	-0.00854604	0.43386611	0.76663208	0.43570355	29.87100220	247.59179688	51.56300735	389.15432739	-0.21597815	6.97491884	1000.38745117	0.00001996	-0.00000628	-0.00001440	
34020	-0.00836534	0.43686250	0.76806641	0.82432038	29.87100220	248.36657715	50.62681580	388.97869873	-0.70215702	9.78605270	998.57440186	0.00005139	-0.00003652	-0.00000232	
34040	-0.00868053	0.44273615	0.76626587	0.80402631	29.87100220	246.96862793	51.08575439	388.90829468	-1.05075359	8.46772289	998.96563721	0.00000674	0.00003193	-0.00004919	
34060	-0.00574683	0.44341105	0.76086426	0.54826367	29.87100220	248.60433960	51.36142731	389.05825806	-0.89671373	7.06351662	1001.44018555	0.00002521	-0.00005920	-0.00005372	
34080	-0.01423285	0.44009870	0.75494385	0.68931013	29.87100220	247.15946960	51.55810547	388.92462158	1.55138826	8.10715199	1000.05120850	0.00003798	-0.00002812	-0.00003833	
34100	-0.01676464	0.44303653	0.75354004	0.44352058	29.87100220	247.64552307	50.93171310	388.47521973	-0.20972490	9.19231224	998.71234131	0.00001556	-0.00001937	0.00000234	
34120	-0.01588995	0.44606516	0.74960327	0.94229764	29.87100220	247.39657593	52.18943787	389.22250366	0.91446447	6.49163771	999.42761230	-0.00005030	-0.00001952	0.00002840	
34140	-0.01704197	0.44169018	0.75421143	0.38512373	29.87100220	248.26716614	51.67116547	388.83877563	-1.52822876	7.62307549	998.97943115	-0.00004599	-0.00002751	0.00002016	
34160	-0.01706716	0.43790850	0.75698853	1.03592312	29.87100220	248.56216431	51.19744110	387.94747925	-0.90627766	7.65661335	1000.93902588	-0.00004214	0.00001400	0.00000621	
34180	-0.01456572	0.43635827	0.75921631	0.64183319	29.87100220	248.36730957	51.14654922	388.43978882	-0.44439697	8.83868790	999.32910156	0.00000550	0.00003107	-0.00001761	
34200	-0.01343782	0.43822068	0.75839233	0.84578562	29.87100220	247.20628357	51.35193634	389.36227417	0.40768099	7.26221037	997.65612793	-0.00001366	0.00001013	-0.00000974	
34220	-0.01156419	0.43786085	0.75558472	0.92680132	29.87100220	247.34945679	51.19853592	389.74792480	1.01494551	8.12365150	998.74304199	-0.00002591	0.00001885	0.00001281	
34240	-0.01395198	0.43508655	0.75567627	0.30461225	29.87100220	248.02584839	51.66984940	388.94454956	0.41344929	8.12836742	999.47204590	-0.00002879	-0.00001261	0.00004769	
34260	-0.01214033	0.43223715	0.76324463	0.36915454	29.87100220	248.16877747	51.72501373	389.22525024	0.16782999	8.12086487	999.10375977	-0.00001897	-0.00002181	-0.00001315	
34280	-0.01258059	0.42608321	0.76306152	0.28625065	29.87100220	247.93057251	51.04303741	389.20239258	-1.03465462	7.39806080	999.72100830	0.00000958	-0.00004402	-0.00000114	
34300	-0.01688256	0.43030527	0.76632690	1.20578575	29.87100220	246.62913513	51.65869522	388.97219849	-0.07292700	8.48904133	999.82788086	0.00003585	0.00001661	0.00003262	
34320	-0.01609486	0.43301457	0.76693726	1.18207431	29.87100220	247.06082153	52.18500137	388.93939209	-0.56036949	7.01478100	997.77648926	0.00000461	0.00003052	-0.00004314	
34340	-0.01170626	0.43378493	0.76104736	0.94668645	29.87100220	247.84149170	51.60596466	387.28091431	-0.90040922	6.56782389	1000.35009766	0.00000003	0.00000363	-0.00004284	
34360	-0.00952100	0.43063596	0.76052856	0.23925130	29.87100220	247.59803772	51.03459930	388.25592041	-0.17592955	7.66695213	1001.18853760	-0.00001314	0.00003308	0.00004487	
34380	-0.00480147	0.43292096	0.76382446	0.45564607	29.87100220	246.97283936	51.60116577	387.65072632	-0.90766048	7.40963745	1000.45513916	0.00001145	-0.00001811	0.00003990	
34400	-0.00726940	0.43345493	0.76583862	0.19330373	29.87100220	247.88327026	51.45809937	388.71502686	-1.01951027	6.81539631	1000.95544434	0.00003050	0.00002632	-0.00000348	
34420	-0.00450088	0.43417537	0.76522827	0.57234931	29.87100220	248.31604004	50.83764648	389.31503296	0.40879917	8.11967278	998.86096191	-0.00002538	-0.00000220	0.00000324	
34440	-0.00848033	0.42938793	0.76300049	0.76591885	29.87100220	247.06506348	50.98226547	388.96267700	1.40225410	7.31482935	1000.71820068	-0.00002017	0.00001086	0.00000082	
34460	-0.00698643	0.43011090	0.76974487	1.04262519	29.87100220	247.88536072	50.25802994	389.18057251	0.07608938	8.54796791	998.23858643	0.00000537	0.00000043	-0.00000830	
34480	-0.00544178	0.43395853	0.76983643	0.46280393	29.87100220	247.59388733	51.71659470	388.60571289	-2.59350729	7.41971111	1002.27624512	0.00006769	-0.00001708	0.00000489	
34500	-0.00671621	0.44044575	0.77246094	0.84873509	29.87100220	248.36819458	51.40575409	388.05981445	-0.09894180	7.95161819	995.80487061	0.00001698	-0.00001497	-0.00000825	
34520	-0.00716664	0.43938252	0.77401733	0.84929913	29.87100220	247.15800476	51.45582199	389.30883789	1.61333847	9.70167828	999.57080078	0.00000706	0.00000091	0.00002998	
34540	-0.00455602	0.44142798	0.77896118	0.61363995	29.87100220	247.20866394	51.71342468	388.59808350	-1.29685116	8.70371723	998.83666992	0.00003475	0.00000002	0.00000346	
34560	-0.00783435	0.44303921	0.78262329	0.42035890	29.87100220	248.26913452	51.35632324	388.66458130	-0.67317581	6.90753746	998.75567627	-0.00005064	0.00002619	0.00004594	
34580	-0.00709726	0.44004229	0.78598022	0.77569991	29.87100220	248.27073669	50.57337570	388.92013550	-0.85573053	6.16874981	1000.39935303	0.00002260	0.00002402	0.00002885	
34600	-0.00382138	0.44277629	0.78442383	1.54397321	29.87100220	246.53027344	51.55695724	389.57562256	-0.56180334	7.74527645	998.49493408	-0.00000767	-0.00001213	-0.00007574	
34620	-0.00230022	0.44571051	0.78005981	0.06476526	29.87100220	247.93119812	51.30257416	388.87765503	-0.09079027	9.18881798	998.38732910	0.00000583	0.00000140	0.00006751	
34640	-0.00196427	0.44726440	0.78698730	0.52453321	29.87100220	247.30433655	51.45467758	388.92471313	1.47096014	10.39451599	997.72204590	-0.00002045	-0.00000580	-0.00001710	
34660	-0.00288330	0.44959709	0.78732300	0.96474713	29.87100220	246.82345581	51.13753510	389.01742554	-1.36727810	9.21139908	1000.82232666	0.00000216	-0.00000593	-0.00003454	
34680	-0.00282570	0.45466569	0.78018188	0.23132679	29.87100220	247.50027466	51.13975143	388.47790527	-2.82993650	5.10766411	1000.24383545	-0.00001462	-0.00000581	-0.00001938	
34700	-0.00188157	0.45209077	0.77618408	1.19635749	29.87100220	246.91752625	51.08902359	389.51547241	-0.86915398	7.93586016	1000.85205078	-0.00001794	0.00001734	0.00000972	
34720	-0.00178464	0.45363811	0.78219604	0.36106634	29.87100220	247.45591736	50.97843552	387.80941772	1.01675510	9.10460186	1000.18988037	0.00004769	-0.00004597	0.00001055	
34740	-0.00537748	0.45986009	0.79129028	1.86551201	29.87100220	247.17098999	49.40917587	388.14898682	0.55268383	10.00194359	998.86425781	0.00004980	0.00001635	0.00004975	
34760	-0.00356638	0.46201476	0.79556274	0.39974761	29.87100220	248.21948242	51.04541397	389.20809937	-0.18615961	7.64782429	999.84423828	0.00003403	0.00002862	0.00009483	
34780	-0.00034326	0.46162313	0.79824829	0.58756399	29.87100220	247.39923096	51.40515900	389.25689697	-1.35165930	6.95961094	1000.05371094	0.00002945	-0.00000343	-0.00001227	
34800	0.00042643	0.46299061	0.79571533	1.11820853	29.87100220	246.91648865	52.07953644	388.98904419	-0.79018021	7.03683758	999.48565674	0.00003463	0.00001256	-0.00001922	
34820	0.00306003	0.47139940	0.79547119	0.49713627	29.87100220	247.20899963	51.76506805	388.48889160	0.28406620	9.33428478	999.93536377	0.00003572	-0.00000170	0.00005076	
34840	0.00329656	0.47725573	0.79995728	0.49919593	29.87100220	248.07749939	51.09320450	388.65380859	0.53109407	9.10002804	1000.18646240	-0.00006310	-0.00001843	-0.00000914	
34860	0.00187674	0.47540247	0.79989624	1.27087224	29.87100220	248.36607361	50.26299286	389.35595703	-1.02883577	7.28674364	1000.33447266	-0.00001644	-0.00005819	-0.00001664	
34880	0.00287391	0.47492442	0.79479980	0.34493119	29.87100220	248.07577515	51.19947815	388.93298340	1.04451752	7.32357168	1001.57110596	0.00003397	0.00001245	-0.00000191	
34900	0.00475640	0.47742403	0.79592896	0.51589417	29.87100220	248.02552795	51.04549789	389.48071289	0.07417917	9.52196407	999.19665527	-0.00000571	0.00002101	-0.00002122	
34920	0.00488195	0.48016202	0.79638672	0.86393040	29.87100220	248.65470886	51.20289993	388.72332764	-0.21179867	8.82184601	997.98651123	-0.00003489	0.00000654	0.00001821	
34940	0.00395978	0.47816837	0.79440308	0.69403017	29.87100220	247.15917969	51.35020828	389.14019775	2.47145605	8.38087273	998.99285889	0.00005919	-0.00000277	-0.00005981	
34960	0.00372132	0.48052350	0.78933716	0.74478060	29.87100220	246.68022156	51.44719696	388.52539062	0.43138409	7.55091953	1001.07305908	0.00002397	-0.00005802	-0.00000565	
34980	0.00279379	0.48370317	0.78533936	0.24914809	29.87100220	248.17056274	51.46247482	389.05245972	-2.36043215	7.15937185	1000.69421387	-0.00001684	-0.00001096	-0.00000877	
35000	0.00430377	0.48213762	0.78671265	1.20081508	29.87100220	248.22102356	50.41872406	389.35726929	-1.41103840	8.34949780	999.33209229	-0.00001148	0.00002830	-0.00001294	
35020	0.00867410	0.47965148	0.78723145	0.60519528	29.87100220	248.07160950	51.10053253	389.86999512	0.30295563	8.26983833	1001.05743408	0.00005990	-0.00002837	-0.00003925	
35040	0.01148660	0.48345137	0.78228760	0.56865883	29.87100220	248.45460510	52.19982147	389.51986694	-2.61816502	7.61800003	999.33831787	-0.00000192	0.00000035	0.00001656	
35060	0.01232391	0.48604405	0.78448486	1.32570386	29.87100220	248.80168152	50.88858414	388.44143677	-0.17273808	8.89487839	1003.11926270	0.00002205	0.00002372	-0.00004170	
35080	0.01353434	0.49104017	0.78604126	1.05865824	29.87100220	247.44985962	50.67358780	389.29370117	0.87888908	7.97293758	996.66711426	0.00002159	0.00003662	-0.00001027	
35100	0.01762830	0.49542901	0.78698730	0.50473440	29.87100220	247.97706604	51.20168686	389.42864990	-1.39992857	9.34783745	1002.00097656	-0.00002496	0.00000304	-0.00002835	
35120	0.01830502	0.49549964	0.78698730	0.45480832	29.87100220	247.45158386	51.14001846	388.58755493	-1.88317156	7.63703251	1000.19891357	0.00004745	0.00003028	0.00002565	
35140	0.01979967	0.49495250	0.78692627	0.47064847	29.87100220	247.59524536	51.14220810	388.75625610	0.28908110	6.77754784	997.42077637	-0.00000414	-0.00002746	0.00004236	
35160	0.01687711	0.49476889	0.78991699	0.55445296	29.87100220	247.44796753	51.24863434	389.25369263	0.40014029	9.20324707	999.08331299	0.00001049	-0.00001441	0.00002635	
35180	0.01513780	0.49370781	0.79171753	0.20987800	29.87100220	247.78579712	51.40666199	388.98809814	0.16968966	8.12434196	999.34814453	-0.00000630	0.00002522	-0.00000020	
35200	0.01705974	0.49327770	0.79327393	0.97271401	29.87100220	248.46292114	51.04406357	388.66006470	0.40786934	8.11793423	998.73876953	-0.00004285	-0.00003969	-0.00002858	
35220	0.01274391	0.49302778	0.79232788	0.60090274	29.87100220	247.11416626	51.08560944	388.69006348	-0.19755936	7.74870682	998.49749756	0.00001108	-0.00000770	-0.00000076	
35240	0.01482793	0.49113312	0.79098511	0.32064736	29.87100220	247.50151062	51.45059967	387.98870850	-0.37602186	7.30269670	1001.03161621	-0.00008524	-0.00002764	-0.00001483	
35260	0.01344332	0.48592907	0.79272461	0.91932780	29.87100220	247.02323914	50.50543976	388.00949097	-0.80747414	8.71524715	999.32897949	-0.00006397	0.00002929	0.00003854	
35280	0.01505659	0.48266724	0.79281616	0.98078167	29.87100220	248.60545349	51.77655792	388.51651001	0.04498148	8.85021591	999.82135010	0.00000714	-0.00001689	-0.00003744	
35300	0.01472424	0.48415172	0.78912354	0.59922409	29.87100220	247.49307251	51.56521225	389.64996338	0.50624752	8.44259357	996.16589355	0.00001627	0.00000902	-0.00000920	
35320	0.01499134	0.48126554	0.78784180	0.61514807	29.87100220	247.59495544	50.93431473	388.97177124	0.20205164	7.32947779	1002.54278564	-0.00004695	0.00000472	-0.00002518	
35340	0.01457833	0.47758171	0.78350830	0.42436197	29.87100220	247.88362122	51.71797180	388.44555664	-1.88155031	7.76225948	1000.56311035	-0.00001745	0.00001450	-0.00001273	
35360	0.01586110	0.47787514	0.78622437	1.39987350	29.87100220	246.87399292	50.35399246	389.10806274	0.38367653	9.82417488	997.72583008	0.00000700	-0.00005120	-0.00002355	
35380	0.00955541	0.48008978	0.78744507	1.06467438	29.87100220	248.46356201	50.73088074	388.76226807	3.31230831	8.24973774	997.65692139	0.00005820	-0.00001278	0.00002826	
35400	0.00882041	0.48478726	0.79486084	0.58099180	29.87100220	246.96804810	51.81539917	388.48550415	-0.43882847	10.76968098	997.21160889	-0.00003879	0.00001113	-0.00001704	
35420	0.00947750	0.48197326	0.79412842	0.48599306	29.87100220	247.64297485	51.03899384	388.92025757	-1.35840321	6.73716640	1004.13275146	-0.00003289	0.00003299	-0.00003307	
35440	0.01572016	0.47895080	0.79299927	1.39992881	29.87100220	248.03315735	50.15093994	388.57257080	-1.94982004	5.25363541	1004.32171631	0.00000739	-0.00001790	0.00000466	
35460	0.01346089	0.47897428	0.78903198	0.93770319	29.87100220	248.16836548	52.40234375	388.80105591	-2.00851917	7.26194715	999.22778320	0.00005334	-0.00001523	-0.00003779	
35480	0.00981934	0.48224914	0.78759766	0.49502185	29.87100220	248.26834106	51.35732269	388.83044434	1.18818426	9.17087555	996.27813721	0.00000602	-0.00002894	0.00003183	
35500	0.00611560	0.48387814	0.79391479	0.47189507	29.87100220	247.73854065	51.09275818	389.03414917	0.16339350	8.47915745	998.97418213	-0.00003101	-0.00004577	-0.00000453	
35520	0.00172004	0.48745978	0.79467773	0.59508014	29.87100220	248.50875854	51.30765915	388.94436646	-0.71655178	7.59417200	999.23034668	0.00005231	-0.00003024	0.00004350	
35540	-0.00057320	0.48479435	0.79550171	0.24319506	29.87100220	247.54992676	51.24243164	388.09469604	-1.04369068	6.77018642	997.77801514	0.00003909	0.00001089	0.00000415	
35560	0.00160308	0.48698279	0.79409790	0.73416013	29.87100220	248.46080017	51.82767868	388.51504517	0.42873621	7.79036140	1001.02746582	0.00001720	0.00002638	0.00000868	
35580	0.00197078	0.48942751	0.79598999	0.32453474	29.87100220	247.74145508	51.24534988	388.31961060	0.63715076	9.31684875	998.47143555	0.00000598	0.00000107	0.00000223	
35600	0.00246885	0.49208975	0.80023193	0.70057851	29.87100220	247.16223145	51.03403091	388.74487305	0.73320532	9.38659668	1000.50805664	-0.00004074	0.00006210	-0.00001902	
35620	0.00368264	0.48977685	0.79779053	0.35864905	29.87100220	247.83409119	51.87549591	388.61465454	-0.77482224	6.82116127	1001.20153809	-0.00000795	-0.00001123	0.00001596	
35640	0.00471357	0.48754030	0.79739380	0.30924320	29.87100220	248.02653503	51.77313614	388.72625732	-2.35599518	6.80107975	1000.82385254	0.00001809	0.00005180	0.00001364	
35660	0.00781389	0.48423105	0.79913330	1.45998597	29.87100220	247.07072449	50.03807068	388.49545288	-0.80742359	7.73777294	998.12658691	-0.00004443	-0.00001027	0.00004702	
35680	0.00249351	0.48470935	0.80895996	0.61467636	29.87100220	247.97419739	51.25732803	389.98284912	1.69960308	8.73482132	999.06152344	-0.00006418	-0.00004088	-0.00002615	
35700	-0.00082080	0.47526708	0.80319214	0.89925587	29.87100220	248.02638245	52.24190521	388.40704346	0.91356373	7.42678928	1000.46795654	-0.00000445	0.00000283	-0.00002477	
35720	-0.00044481	0.47601178	0.80197144	0.81915963	29.87100220	248.69625854	52.25278473	389.30490112	-1.50734615	6.96967697	1000.86718750	-0.00003187	0.00001295	0.00003694	
35740	0.00136171	0.47577962	0.80471802	0.51506734	29.87100220	248.55575562	51.62190247	388.95364380	-0.10342932	9.28738308	996.87756348	-0.00000649	-0.00000901	0.00001215	
35760	-0.00032815	0.47807515	0.80688477	0.40941942	29.87100220	248.41244507	51.30686951	388.94244385	0.75971031	9.68671894	999.07598877	-0.00009282	0.00006053	-0.00001636	
35780	0.00115894	0.47497606	0.80841064	0.40631828	29.87100220	247.40130615	51.35052490	388.86856079	4.51874590	9.34648514	998.00994873	-0.00000237	-0.00000952	-0.00003143	
35800	-0.00110993	0.47652972	0.80587769	0.32493824	29.87100220	247.64089966	51.66634750	388.88165283	0.63529062	9.31337070	998.22698975	0.00000609	-0.00005247	-0.00004084	
35820	-0.00539567	0.47752029	0.80526733	0.75627220	29.87100220	246.82586670	51.13453674	388.51989746	0.54602528	8.15037727	1000.93945312	0.00001812	0.00004597	0.00002347	
35840	-0.00244506	0.47665277	0.80541992	0.60381728	29.87100220	247.20861816	51.29696274	388.91860962	0.53603315	8.00950050	999.47534180	0.00003864	0.00001940	0.00004535	
35860	-0.00134458	0.47959363	0.81057739	0.78687859	29.87100220	248.21876526	52.08756638	388.57257080	0.15550041	8.22000694	997.63470459	-0.00002072	-0.00000931	-0.00002903	
35880	0.00153960	0.47649744	0.80593872	0.63278693	29.87100220	247.25540161	51.45528412	389.08959961	-0.21060467	8.21310043	997.38775635	-0.00002138	-0.00001083	-0.00001923	
35900	0.00197277	0.46889719	0.80410767	1.05556488	29.87100220	248.80059814	50.88991928	388.66256714	1.14840031	9.12487316	1001.53503418	0.00002520	0.00001606	-0.00010097	
35920	0.00486590	0.46689957	0.79437256	0.93224239	29.87100220	247.30247498	52.23796082	388.72445679	-1.86130381	7.43352699	1002.77020264	-0.00001827	-0.00001321	0.00000707	
35940	0.00699755	0.46217030	0.78948975	0.73213398	29.87100220	247.11083984	51.40211487	389.14062500	-0.53685570	6.44776535	1000.11071777	0.00000017	-0.00000400	0.00001435	
35960	0.00685202	0.46216625	0.79138184	1.13890994	29.87100220	248.84735107	51.62094879	388.40655518	-0.17948675	9.00445652	1002.38354492	0.00003158	0.00001262	-0.00002362	
35980	0.00430595	0.46613330	0.78988647	0.12406664	29.87100220	247.35791016	51.29215622	387.92642212	1.56957722	10.59742641	995.02941895	0.00000612	-0.00003047	0.00004986	
36000	-0.00050486	0.46844089	0.79815674	1.04672074	29.87100220	246.43872070	51.70642090	388.47222900	3.18517590	11.67791748	985.48498535	-0.00006792	0.00003397	-0.00000051	
36020	-0.00101039	0.46579251	0.80297852	0.48332626	29.87100220	248.31665039	51.09718323	388.99023438	4.19353199	12.16360664	990.86047363	-0.00012804	0.00004266	-0.00000387	
36040	0.00322482	0.45761895	0.80490112	2.24664521	29.87100220	248.66081238	49.21689606	388.94686890	0.06777382	8.14112949	1017.56097412	-0.00010832	0.00001690	0.00000600	
36060	0.01205434	0.44503170	0.80267334	0.24095070	29.87100220	247.74089050	51.03778458	388.59048462	-6.92960596	2.02000713	1005.32977295	-0.00005632	0.00001568	-0.00000942	
36080	0.02104863	0.43487579	0.79116821	0.70271403	29.87100220	248.65333557	50.99633789	389.16000366	-2.66332817	3.48256588	1004.06768799	0.00005579	-0.00003373	0.00001495	
36100	0.01809614	0.44070584	0.79244995	0.89123082	29.87100220	246.82228088	51.45138168	389.02575684	1.78679609	11.28500175	992.57226562	0.00005305	0.00002320	-0.00000735	
36120	0.01486097	0.44870266	0.80212402	0.93538696	29.87100220	247.20718384	50.83020020	389.56948853	4.05143929	14.77138615	991.41723633	-0.00003215	-0.00003649	0.00003446	
36140	0.00974226	0.44986269	0.80618286	0.61574590	29.87100220	247.73994446	51.71578598	388.27688599	3.92313957	10.95694923	996.26135254	-0.00008774	0.00002106	0.00000429	
36160	0.01254646	0.44273990	0.80249023	0.08406293	29.87100220	248.12092590	51.35979843	389.43566895	-1.96792507	4.64953709	1001.23730469	-0.00000891	0.00003152	-0.00006704	
36180	0.01940474	0.43789232	0.79623413	0.26095507	29.87100220	247.69343567	51.14067078	388.37115479	-5.03090143	5.37772751	1003.80798340	-0.00001048	0.00000242	0.00005268	
36200	0.02012891	0.43650740	0.79873657	0.52294469	29.87100220	247.68664551	51.66974258	389.38015747	-0.05146027	7.06282616	1000.83514404	0.00002280	-0.00003192	0.00001593	
36220	0.01405315	0.44227806	0.80349731	0.59321225	29.87100220	247.25816345	51.71215820	388.32260132	2.32727957	9.35547352	997.26055908	-0.00002966	-0.00004855	-0.00002407	
36240	0.00805702	0.44275483	0.80285645	0.68282002	29.87100220	248.36326599	51.72426987	388.84210205	1.36056614	8.58104134	996.90258789	0.00002028	0.00000726	0.00004037	
36260	0.00832512	0.44118863	0.80718994	0.54595023	29.87100220	248.31790161	50.83531189	388.92803955	-1.97678041	5.04029846	1000.57739258	-0.00001628	-0.00000339	0.00006703	
36280	0.01242685	0.43818146	0.80822754	0.65582371	29.87100220	247.25579834	51.55889893	388.92651367	-3.08352137	6.30722141	1000.33966064	0.00004998	-0.00002126	0.00001109	
36300	0.01427583	0.44289315	0.80908203	0.61080927	29.87100220	247.93150330	51.71870422	388.50177002	-1.36508226	8.72672081	1000.50640869	0.00001970	-0.00002441	-0.00001419	
36320	0.01018773	0.44635138	0.80938721	0.27649188	29.87100220	247.45057678	51.19332504	388.75476074	0.63018847	9.05943966	997.25433350	0.00001656	-0.00001394	-0.00005182	
